2025-11-14 08:09:00,958 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: test | Action: blocked | Event ID: c221090777552aad | Patterns: eval\s*\(, __import__\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 03a2a814190686fd | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: dd613ca424b9b05e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 2663c33a1823ca3f | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 4c9e840e041daa26 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: a4d4ffc2660b9459 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: a9ad2d11848c8075 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 587087f97c84c811 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 03d3f7d608c37563 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 8dd103a130a689bf | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: b0910e67bd86ec5c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 6a791ea174d335af | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: d83fc1db20eb226a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: f966642357f78c56 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: e699c9c0413478d1 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: c7389edb6bafd6d8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 53efe82ed506aa13 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 0c891fdd27c4a1a2 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: fab2e3d8dc06807f | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,323 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: e7f15df6fd9fafda | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: b1bdcc24fa036272 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: fac274f9b32f87e8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 9769b017bc2a6bec | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 72934e255a4e9e6e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 395fee3ee16c77f9 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 45877d29ade3d68d | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 71c3ac424a5808c5 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 196b0af740f73372 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: cb39e697a7eca417 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 54df537739bedf76 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 652124cfc56aaf6e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: c8592143d5452bac | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 95e0fecb66e66ca8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: c6586c3720b70457 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 6ed5f95dfe3744f2 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 2142970f589265dc | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 3b4053b53944b433 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: a62549277db72234 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 3c9b58b1798a512e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: b23f1513b397025f | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 6c4452ac1257bbd0 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: c6c2af19f8af002c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,324 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 4043f5451bbd4ae8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 6243af7dd61a8c0e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 99d55dabc90f79ef | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 85b33c04d9ffb0f4 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 97f27439e72d70a2 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 1cb56b6ab13e46aa | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 3b67100ddc3bb5b5 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 1ac3e321f370dcbb | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: d6be660eade3a63d | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 9bcd6d68df2fc419 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 40ff06024038e2dc | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 947e25c22086e9d5 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 907069dd7fb65b4b | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: df9ce88332375fe4 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: e8e189f38bec6589 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 27c958f4e29d4d8c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 1bc8e95fc3c979ea | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 02f0460e92d08770 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: c45f08da56e9bc78 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: ebaf0ea540324604 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 0a7f608b4b90d19b | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: b3e76ece90c12309 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 0420cc4b6341f1bf | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,325 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: ca8423409a3ae421 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: b2d88268b51d6dbe | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: ded91ce9f0c4c4d3 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 59792f0bc0b01f5d | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 1b5178431c067b9c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 8453e87c2df3402a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 4dda5a5099475e56 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 8529d7d16a95b027 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 67d5ea4e9a9244f3 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 4e6e74d306ae40ce | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 14adfe66a7b341b4 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 7b004eb3af56281e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 9f84b402ff9a56cd | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 1d0110c93587151e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: cf82086dde2866c1 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 37ea8c8e4084015c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 57c110bbeb276d5e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 726f7d72775a6e40 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 38e8d22117620c84 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 5fb6e10cde65ae1e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 0c466e4dae317614 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 1ba4b6baaac0fafa | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 50f10ef26ea84631 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,326 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 98fd29e74d22b02b | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,327 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 22f236cb555c4b06 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,327 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: e2bac0e4a6d059d3 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,327 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 6b6b6f13eac24dad | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,327 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 383694cc69234c5a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,327 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: a96079551cfdcb87 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:33:50,327 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.string_list.test_field | Action: blocked | Event ID: 577cce59c5d683e3 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
